승인일자,가맹점명_원본,가맹점명,이용금액,사용용도,신뢰도,라벨출처,근거
2025-09-23 00:00:00,안산단원목내457A,안산단원목내457A,7810,차량유지비(기타),0.85,Claude,"가맹점명 '안산단원목내457A'는 지역명(안산단원)과 도로명(목내)을 포함하고 있으며, 금액 7,810원은 일반적인 통행료 또는 주차비 패턴과 일치합니다. 하이패스 통행료나 주차장 결제로 추정됩니다."
2025-09-23 00:00:00,MTV스마트주유소,MTV스마트주유소,96000,차량유지비(주유),1.0,Claude+규칙,"가맹점명에 '주유소'가 명확히 포함되어 있으며, 96,000원은 일반적인 주유 금액 범위에 해당합니다. 예시 데이터의 패턴과 일치합니다."
2025-09-23 00:00:00,국세-부가가치세,국세-부가가치세,45345958,국세 납부,1.0,정확일치,
2025-09-22 00:00:00,공일돈까스 안산MTV점,공일돈까스 안산MTV점,14500,중식대,1.0,Claude+규칙,"가맹점명 '공일돈까스'는 명확한 음식점이며, 금액 14,500원은 일반적인 식사 비용에 해당합니다. 돈까스 전문점은 중식대 카테고리에 포함됩니다."
2025-09-20 00:00:00,(주)동원석유 행복주유소,동원석유 행복주유소,90000,차량유지비(주유),1.0,Claude+규칙,"가맹점명에 '석유'와 '주유소'가 명확히 포함되어 있으며, 90,000원은 일반적인 주유 금액 범위입니다. 예시 데이터의 패턴과 일치합니다."
2025-09-19 00:00:00,쿠팡-쿠팡(주),쿠팡-쿠팡,127900,회사물품구입비,1.0,정확일치,
2025-09-19 00:00:00,시골추어탕,시골추어탕,10000,중식대,1.0,정확일치,
2025-09-18 00:00:00,명품달인김밥,명품달인김밥,7300,중식대,1.0,Claude+규칙,"가맹점명 '명품달인김밥'은 김밥 전문 음식점으로, 7,300원은 일반적인 1인 식사 금액에 해당합니다. 직원 식사 용도로 명확히 판단됩니다."
2025-09-18 00:00:00,(주)삼원기업,삼원기업,62000,0276호 스타렉스 경유대,1.0,정확일치,
2025-09-17 00:00:00,스시다이와 안산점,스시다이와 안산점,44880,중식대,0.95,Claude,"스시다이와는 일식 레스토랑 체인으로, 식사 목적의 음식점 거래입니다. 금액(44,880원)도 일반적인 식대 범위에 해당하며, 예시의 '카츠오모이'와 동일한 외식 카테고리입니다."
2025-09-16 00:00:00,맥도날드 안산고잔DT점,맥도날드 안산고잔DT점,8100,중식대,1.0,정확일치,
2025-09-15 00:00:00,한식뷔페칠성고잔점,한식뷔페칠성고잔점,9000,중식대,1.0,정확일치,
2025-09-13 00:00:00,자동결제-(주)한글과컴퓨터,자동결제-한글과컴퓨터,10900,사용료,1.0,정확일치,
2025-09-12 00:00:00,(주)삼원기업,삼원기업,140000,0276호 스타렉스 경유대,1.0,정확일치,
2025-09-11 00:00:00,서안산 IC주유소,서안산 IC주유소,88000,0276호 스타렉스 경유대,1.0,정확일치,
2025-09-10 00:00:00,명품달인김밥,명품달인김밥,8300,중식대,1.0,Claude+규칙,"가맹점명 '명품달인김밥'은 김밥 전문 음식점으로, 금액 8,300원은 일반적인 식사 비용에 해당합니다. 예시의 '제육대가'와 동일하게 음식점 거래로 판단됩니다."
2025-09-09 00:00:00,한솥,한솥,9300,중식대,1.0,정확일치,
2025-09-08 00:00:00,한솥,한솥,8000,중식대,1.0,정확일치,
2025-09-06 00:00:00,에이치디현대오일뱅크㈜직영 선암셀프주유,에이치디현대오일뱅크직영 선암셀프주유,90000,차량유지비(주유),1.0,Claude+규칙,"가맹점명에 '현대오일뱅크', '셀프주유'라는 명확한 주유소 키워드가 포함되어 있으며, 90,000원은 일반적인 주유 금액 범위에 해당합니다."
2025-09-05 00:00:00,엘에이(LA)북창동순두부안산원시점,엘에이북창동순두부안산원시점,39000,중식대,1.0,정확일치,
2025-09-04 00:00:00,쿠팡(주)-쿠팡(주),쿠팡-쿠팡,32000,회사물품구입비,1.0,정확일치,
2025-09-04 00:00:00,명품달인김밥,명품달인김밥,13400,중식대,1.0,Claude+규칙,"가맹점명 '명품달인김밥'은 김밥 전문 음식점으로, 금액 13,400원은 일반적인 식사 비용에 해당합니다. 예시의 '짜장면집'과 동일하게 식사 목적의 거래로 판단됩니다."
2025-09-03 00:00:00,SK대로셀프주유소,SK대로셀프주유소,200000,차량유지비(주유),1.0,Claude+규칙,가맹점명에 'SK'와 '셀프주유소'가 명확히 포함되어 있어 주유소 거래임이 확실합니다. 금액 20만원은 일반적인 주유 금액 범위에 해당합니다.
2025-09-03 00:00:00,서울보증보험(주)안산지점/인터넷,서울보증보험안산지점인터넷,15000,보증보험료,1.0,정확일치,
2025-09-02 00:00:00,버거킹안산고잔점,버거킹안산고잔점,8700,중식대,1.0,Claude+규칙,"버거킹은 대표적인 패스트푸드 체인으로 식사 목적의 거래이며, 금액(8,700원)도 1인 식사 금액에 해당하여 중식대로 분류됩니다."
2025-09-02 00:00:00,(주)삼원기업,삼원기업,149900,0276호 스타렉스 경유대,1.0,정확일치,
2025-09-01 00:00:00,맥도날드 안산고잔DT점,맥도날드 안산고잔DT점,5800,중식대,1.0,정확일치,
2025-08-05 00:00:00,휴대폰메시지(승인안내)-08월분,휴대폰메시지-08월분,400,사용료,0.9090909090909091,Fuzzy,
NaT,nan,nan,1889550,기타,0.3,Claude,"가맹점명, 승인일자가 모두 누락되어 있어 거래 내역을 판단할 수 있는 정보가 부족합니다. 금액(약 189만원)만으로는 특정 용도를 추정하기 어렵습니다."
