결제일자,가맹점명_원본,가맹점명,이용금액,사용용도,신뢰도,라벨출처,근거
2025-07-23 00:00:00,서울보증보험(주)남대문지점/인터넷,서울보증보험남대문지점인터넷,18840,수수료,1.0,Claude+규칙,서울보증보험은 금융기관으로 보증보험 관련 수수료에 해당합니다. 인터넷 지점 이용으로 보증서 발급 등의 수수료로 판단됩니다.
2025-07-23 00:00:00,오서방닭개장,오서방닭개장,30000,중식대,0.95,Claude,"가맹점명 '오서방닭개장'은 한식 음식점으로 명확하며, 금액 30,000원은 일반적인 식사 비용에 해당합니다. 예시의 '다담김밥'과 동일한 음식점 카테고리입니다."
2025-07-23 00:00:00,SKT-자동납부-044043,SKT-자동납부-044043,71810,사용료,0.95,Claude,"SKT(SK텔레콤) 자동납부는 통신서비스 요금으로, 사용료 카테고리에 명확히 해당합니다. 자동결제 서비스이며 통신 관련 지출입니다."
2025-07-23 00:00:00,SKT-자동납부-647179,SKT-자동납부-647179,142010,사용료,0.95,Claude,"SKT(SK텔레콤) 자동납부는 통신서비스 요금으로, 사용료 카테고리에 해당합니다. 자동결제 서비스이며 통신 관련 명확한 키워드가 포함되어 있습니다."
2025-07-23 00:00:00,정안에너지,정안에너지,78000,차량유지비(주유),1.0,Claude+규칙,"""정안에너지""는 주유소 상호명에 흔히 사용되는 ""에너지"" 키워드를 포함하고 있으며, 78,000원은 일반적인 주유 금액 범위에 해당합니다. 예시의 ""효창에너지"" 사례와 유사한 패턴입니다."
2025-07-23 00:00:00,스틸카용품부품,스틸카용품부품,121000,소모품비,0.75,Claude,"가맹점명 '스틸카용품부품'은 차량 관련 용품이나 부품을 판매하는 업체로 추정되며, 121,000원은 소모성 부품 구매에 적합한 금액입니다. 차량정비가 아닌 용품/부품 구매로 판단되어 소모품비로 분류했습니다."
2025-07-23 00:00:00,목포회수산,목포회수산,40000,중식대,0.85,Claude,"""목포회수산""은 수산물을 다루는 음식점으로 판단되며, 40,000원은 일반적인 식사 금액대에 해당합니다. 회/수산 관련 음식점은 중식대 카테고리에 포함됩니다."
2025-07-23 00:00:00,여우애김밥 안산반달섬점,여우애김밥 안산반달섬점,12200,중식대,1.0,Claude+규칙,"가맹점명 '여우애김밥'은 김밥 전문 음식점이며, 금액 12,200원은 일반적인 식사 비용에 해당합니다. 예시의 '본죽 앤 비빔밥 카페'와 유사한 외식업체로 중식대로 분류됩니다."
2025-07-23 00:00:00,쿠팡-쿠팡(주),쿠팡-쿠팡,51940,회사물품구입비,1.0,정확일치,
2025-07-23 00:00:00,여우애김밥 안산반달섬점,여우애김밥 안산반달섬점,16300,중식대,1.0,Claude+규칙,"가맹점명 '여우애김밥'은 김밥 전문 음식점으로, 16,300원은 직원 식사비용으로 적합한 금액입니다. 예시의 '카츠오모이 안산중앙점'과 동일하게 음식점 거래로 판단됩니다."
2025-07-23 00:00:00,주식회사 동신자동차정비,주식회사 동신자동차정비,60000,6104호 자동차검사비,1.0,정확일치,
2025-07-23 00:00:00,THE 두루치기,THE 두루치기,22500,중식대,1.0,정확일치,
2025-07-23 00:00:00,THE 두루치기,THE 두루치기,14400,중식대,1.0,정확일치,
2025-07-23 00:00:00,대청갈비,대청갈비,10000,중식대,0.95,Claude,"가맹점명 '대청갈비'는 음식점(갈비 전문점)을 명확히 나타내며, 금액 10,000원은 일반적인 식사 비용에 해당합니다."
2025-07-23 00:00:00,주식회사 애플마켓,주식회사 애플마켓,20450,중식대,0.75,Claude,"애플마켓은 식자재/식품 판매점으로 추정되며, 20,450원은 일반적인 식대 금액 범위입니다. 다만 소모품 구매 가능성도 있어 중간 수준의 신뢰도를 부여했습니다."
2025-07-23 00:00:00,김가네김밥(시화중앙점),김가네김밥,18500,중식대,1.0,Claude+규칙,"김가네김밥은 대표적인 분식 프랜차이즈 음식점이며, 18,500원은 직원 식사비용으로 적합한 금액입니다. 예시의 '방일해장국'과 동일한 음식점 카테고리입니다."
2025-07-23 00:00:00,편편집 시흥정왕점,편편집 시흥정왕점,35000,중식대,0.85,Claude,"""편편집""은 편의점 브랜드명으로 보이며, 35,000원은 직원 식사 또는 간식 구매에 해당하는 금액대입니다. 편의점에서의 식품 구매는 중식대로 분류됩니다."
2025-07-23 00:00:00,쿠팡(주)-쿠팡(주),쿠팡-쿠팡,54100,회사물품구입비,1.0,정확일치,
2025-07-23 00:00:00,(주)성한안산식자재점,성한안산식자재점,19230,중식대,0.75,Claude,"식자재점은 일반적으로 음식 재료를 판매하는 곳이며, 19,230원의 금액은 소규모 식재료 구매에 적합합니다. 사내 직원 식사 준비용 식자재 구매로 판단되어 중식대로 분류했으나, 소모품비 가능성도 있어 신뢰도를 중간 수준으로 설정했습니다."
2025-07-23 00:00:00,해양유통,해양유통,37000,차량유지비(주유),0.85,Claude,"""해양유통""은 주유소 또는 석유 유통업체로 추정되며, 37,000원은 일반적인 주유 금액 범위에 해당합니다. 예시의 ""명보에너지"", ""효창에너지"" 등 에너지/유통 관련 상호명이 주유비로 분류된 패턴과 일치합니다."
2025-07-23 00:00:00,THE 두루치기,THE 두루치기,24000,중식대,1.0,정확일치,
2025-07-23 00:00:00,DB손해보험(주)-030098132025,DB손해보험-030098132025,844360,기타,0.75,Claude,"DB손해보험은 보험료 납부 거래로 추정되나, 현재 분류 체계에 '보험료' 카테고리가 없어 '기타'로 분류. 금액(844,360원)은 차량보험 또는 기업보험 분기/연간 납부액으로 합리적임."
2025-07-23 00:00:00,휴대폰메시지(승인안내)-05월분 면제,휴대폰메시지-05월분 면제,0,수수료,0.88,Fuzzy,
NaT,nan,nan,3066210,기타,0.3,Claude,"가맹점명이 'nan'(결측값)으로 정보가 없고, 일자도 누락되어 있어 거래 내역을 판단할 수 있는 핵심 정보가 부족합니다. 금액(3,066,210원)만으로는 용도를 특정하기 어려워 기타로 분류하며, 매우 낮은 신뢰도를 부여합니다."
