결제일자,가맹점명_원본,가맹점명,이용금액,사용용도,신뢰도,라벨출처,근거
2025-07-23 00:00:00,빠네뜨리아 과자점,빠네뜨리아 과자점,45100,중식대,0.85,Claude,"빠네뜨리아는 베이커리/과자점으로 식품을 판매하는 업체입니다. 45,100원은 직원들의 간식이나 회의용 다과 구매로 추정되며, 식대 관련 카테고리인 '중식대'로 분류하는 것이 적절합니다."
2025-07-23 00:00:00,(주)성한기업,성한기업,63910,기타,0.45,Claude,"""성한기업""은 일반적인 기업명으로 업종이나 서비스 내용을 특정할 수 없으며, 금액(63,910원)만으로는 용도를 명확히 판단하기 어려워 기타로 분류합니다."
2025-07-23 00:00:00,빠네뜨리아 과자점,빠네뜨리아 과자점,33600,중식대,0.85,Claude,"빠네뜨리아는 베이커리/과자점으로 식품을 판매하는 업종이며, 33,600원은 직원 간식이나 회의용 빵/과자 구매에 적합한 금액입니다. 음식 관련 지출로 중식대에 해당합니다."
2025-07-23 00:00:00,오서방닭개장,오서방닭개장,10000,중식대,0.95,Claude,"가맹점명 '오서방닭개장'은 한식 음식점으로 명확하게 식별되며, 금액 10,000원은 일반적인 식사 비용에 해당합니다. 예시의 '봉구스밥버거'와 동일한 음식점 카테고리입니다."
2025-07-23 00:00:00,준뽕,준뽕,46700,중식대,0.92,Claude,"""준뽕""은 짬뽕 전문 음식점으로 추정되며, 46,700원은 직원 식사비용으로 적합한 금액입니다. 예시의 ""본죽 앤 비빔밥 카페""와 유사한 음식점 카테고리입니다."
2025-07-23 00:00:00,대보유통(주)남성주(양평방향)주유소,대보유통남성주주유소,70000,차량유지비(주유),1.0,Claude+규칙,"가맹점명에 '주유소'가 명시되어 있고, 금액(70,000원)이 일반적인 주유 금액 범위에 해당합니다. 예시 데이터의 주유소 거래 패턴과 일치합니다."
2025-07-23 00:00:00,조개99' s,조개99 s,91000,중식대,0.92,Claude,"""조개99""는 조개요리 전문 음식점 체인으로, 91,000원은 직원 식사비용으로 적합한 금액입니다. 음식점 거래로 명확하게 판단됩니다."
2025-07-23 00:00:00,SK에너지(주)고잔,SK에너지고잔,80000,차량유지비(주유),1.0,Claude+규칙,"SK에너지는 대표적인 주유소 브랜드이며, 80,000원은 일반적인 주유 금액 범위에 해당합니다. 예시 데이터의 주유소 패턴과 일치합니다."
2025-07-23 00:00:00,휴대폰메시지(승인안내)-05월분,휴대폰메시지-05월분,400,수수료,1.0,정확일치,
NaT,nan,nan,934070,기타,0.3,Claude,"가맹점명이 'nan'(결측값)으로 정보가 없고, 일자도 공백이며, 금액(934,070원)만으로는 용도를 특정하기 어려움. 추가 정보 확인 필요."
