승인일자,가맹점명_원본,가맹점명,이용금액,사용용도,신뢰도,라벨출처,근거
2025-07-04 00:00:00,돈카츠석,돈카츠석,34400,중식대,1.0,정확일치,
2025-07-04 00:00:00,(주)삼원기업,삼원기업,81000,0276호 스타렉스 경유대,1.0,정확일치,
2025-07-03 00:00:00,(주)대지석유 산업주유소,대지석유 산업주유소,10000,제네시스(9581호)  G70휘발유대,1.0,정확일치,
2025-07-03 00:00:00,써브웨이 안산고잔점,서브웨이 안산고잔점,7800,중식대,0.9,Fuzzy,
2025-07-03 00:00:00,서울보증보험(주)안산지점/인터넷,서울보증보험안산지점인터넷,15000,보증보험료,1.0,정확일치,
2025-07-02 00:00:00,써브웨이 안산고잔점,서브웨이 안산고잔점,8500,중식대,0.9,Fuzzy,
2025-07-02 00:00:00,(주)삼원기업,삼원기업,61000,0276호 스타렉스 경유대,1.0,정확일치,
2025-07-01 00:00:00,제육대가,제육대가,9000,중식대,1.0,정확일치,
2025-06-02 00:00:00,휴대폰메시지(승인안내)-06월분,휴대폰메시지-06월분,400,사용료,0.9090909090909091,Fuzzy,
NaT,nan,nan,7017100,기타,0.15,Claude,"가맹점명, 승인일자가 모두 누락되어 있어 거래 내역을 판단할 수 있는 정보가 부족합니다. 금액만으로는 정확한 용도 분류가 불가능하여 기타로 분류하며, 신뢰도는 매우 낮습니다."
