결제일자,가맹점명_원본,가맹점명,이용금액,사용용도,신뢰도,라벨출처,근거
2025-07-23 00:00:00,시흥파라다이스인도어스크린,시흥파라다이스인도어스크린,44000,기타,0.65,Claude,"실내 스크린 시설로 추정되며, 골프연습장이나 레저시설로 보입니다. 복리후생 또는 접대 목적일 가능성이 있으나, 기존 분류체계에 명확히 해당하는 카테고리가 없어 '기타'로 분류합니다."
2025-07-23 00:00:00,스마트허브주유소,스마트허브주유소,100000,차량유지비(주유),1.0,Claude+규칙,"가맹점명에 '주유소'가 명확히 포함되어 있으며, 10만원의 금액은 일반적인 주유 금액 범위에 해당합니다. 예시 데이터의 패턴과도 일치합니다."
2025-07-23 00:00:00,시흥파라다이스인도어스크린,시흥파라다이스인도어스크린,44000,기타,0.65,Claude,"실내 스크린 시설로 추정되나, 업무 관련성(접대, 복리후생, 행사 등)을 명확히 판단하기 어려워 기타로 분류. 금액(44,000원)은 소규모 활동비로 보임."
2025-07-23 00:00:00,미래개발주식회사,미래개발주식회사,238000,기타,0.45,Claude,"가맹점명 '미래개발주식회사'는 일반적인 개발/건설업체명으로 보이나, 구체적인 업종이나 거래 성격을 특정하기 어렵습니다. 금액(238,000원)과 일자 정보 부족으로 명확한 카테고리 분류가 불가능하여 '기타'로 분류합니다."
2025-07-23 00:00:00,화랑갈비시흥점,화랑갈비시흥점,45000,중식대,0.95,Claude,"가맹점명 '화랑갈비'는 음식점(갈비 전문점)을 명확히 나타내며, 금액 45,000원은 일반적인 식사 비용 범위에 해당합니다."
2025-07-23 00:00:00,시흥파라다이스인도어스크린,시흥파라다이스인도어스크린,44000,기타,0.65,Claude,"인도어 스크린 시설은 골프연습장으로 추정되나, 칠칠기업의 분류 체계에 명확히 해당하는 카테고리가 없습니다. 접대비나 복리후생비 성격일 수 있으나 현재 체계에서는 '기타'가 가장 적절합니다."
2025-07-23 00:00:00,화인그늘집,화인그늘집,63000,중식대,0.85,Claude,"""그늘집""은 한국식 음식점을 지칭하는 일반적인 상호명이며, 63,000원은 직원 식사 비용으로 적절한 금액대입니다."
2025-07-23 00:00:00,빅쭌부대찌개,빅쭌부대찌개,55000,중식대,0.95,Claude,"가맹점명 '빅쭌부대찌개'는 명확한 음식점(한식당)이며, 55,000원은 직원 식사비용으로 적합한 금액입니다. 예시의 '방일해장국'과 동일한 음식점 카테고리입니다."
2025-07-23 00:00:00,중국성,중국성,27000,중식대,0.95,Claude,"가맹점명 '중국성'은 전형적인 중식당 상호명이며, 27,000원은 일반적인 식사 금액대입니다. 예시의 '대우반점'과 동일한 중식당 카테고리에 해당합니다."
2025-07-23 00:00:00,중국성,중국성,27000,중식대,0.95,Claude,"""중국성""은 중식당을 의미하는 명확한 상호명이며, 27,000원은 일반적인 식사 금액 범위에 해당합니다. 중식대 카테고리에 직접적으로 부합합니다."
2025-07-23 00:00:00,밥주까회주까,밥주까회주까,48000,중식대,1.0,Claude+규칙,"가맹점명 '밥주까회주까'는 음식점 상호로, '밥'과 '회'라는 키워드가 명확히 포함되어 있습니다. 48,000원은 직원 식사비용으로 적절한 금액대이며, 예시의 '마녀분식'과 유사한 음식점 패턴입니다."
2025-07-23 00:00:00,시흥파라다이스인도어스크린,시흥파라다이스인도어스크린,44000,기타,0.65,Claude,"인도어 스크린 시설은 골프연습장으로 추정되며, 제시된 분류 체계에 명확히 해당하는 카테고리가 없습니다. 접대비나 복리후생비 성격일 수 있으나 기존 카테고리와 직접 매칭되지 않아 '기타'로 분류합니다."
2025-07-23 00:00:00,시흥파라다이스인도어스크린,시흥파라다이스인도어스크린,44000,기타,0.65,Claude,"인도어 스크린 시설은 골프연습장이나 스포츠 시설로 추정되며, 제시된 분류 체계의 명확한 카테고리에 해당하지 않습니다. 복리후생 또는 접대 관련 가능성이 있으나 현재 체계에서는 '기타'가 가장 적절합니다."
2025-07-23 00:00:00,화인그늘집,화인그늘집,32000,중식대,0.85,Claude,"""그늘집""은 한국식 음식점을 지칭하는 일반적인 상호명이며, 32,000원은 직원 식사비용으로 적합한 금액대입니다."
2025-07-23 00:00:00,주식회사 청연,주식회사 청연,57000,기타,0.45,Claude,"""주식회사 청연""은 일반적인 법인명으로 업종 특정이 불가능하며, 57,000원이라는 금액만으로는 명확한 용도 판단이 어려워 기타로 분류합니다."
2025-07-23 00:00:00,휴대폰메시지(승인안내)-05월분 면제,휴대폰메시지-05월분 면제,0,수수료,0.88,Fuzzy,
NaT,nan,nan,2846700,기타,0.15,Claude,"가맹점명이 'nan'(결측값)으로 정보가 없고, 일자도 공백이며, 금액(2,846,700원)만으로는 용도를 특정할 수 없어 분류가 불가능합니다. 추가 정보 확인이 필요합니다."
