승인일자,가맹점명_원본,가맹점명,이용금액,사용용도,신뢰도,라벨출처,근거
2025-09-15 00:00:00,장어촌,장어촌,109800,중식대,0.95,Claude,"가맹점명 '장어촌'은 장어 요리를 전문으로 하는 음식점으로, 금액 109,800원은 직원 식사비용으로 적합한 범위입니다. 예시의 '짜장면집'과 동일한 음식점 카테고리에 해당합니다."
2025-09-13 00:00:00,비인증가맹점_스마트로-웰컴페이먼츠,비인증가맹점_스마트로-웰컴페이먼츠,700000,기타,0.45,Claude,"비인증가맹점으로 구체적인 업종 파악이 불가능하며, 웰컴페이먼츠는 PG사(결제대행사)로 다양한 업종의 결제를 처리합니다. 70만원이라는 금액만으로는 용도 특정이 어려워 추가 확인이 필요합니다."
2025-09-13 00:00:00,스마트허브주유소,스마트허브주유소,100000,차량유지비(주유),1.0,Claude+규칙,"가맹점명에 '주유소'가 명확히 포함되어 있으며, 금액(100,000원)도 일반적인 주유 금액 범위에 해당합니다. 예시 데이터의 패턴과 일치합니다."
2025-09-11 00:00:00,미래개발주식회사,미래개발주식회사,175000,기타,0.45,Claude,"가맹점명 '미래개발주식회사'는 일반적인 개발/건설 관련 법인명으로 보이나, 구체적인 업종이나 거래 내용을 특정할 수 없습니다. 금액 175,000원과 거래일자만으로는 명확한 용도 분류가 어려워 '기타'로 분류하며, 추가 확인이 필요합니다."
2025-09-10 00:00:00,화랑갈비시흥점,화랑갈비시흥점,45000,중식대,0.95,Claude,"가맹점명 '화랑갈비시흥점'은 명확한 음식점(갈비집)이며, 금액 45,000원은 일반적인 식사 비용 범위입니다. 예시의 '이래서 밤새먹소 안산시청점'과 동일한 음식점 카테고리에 해당합니다."
2025-09-09 00:00:00,혜영이네,혜영이네,118000,중식대,0.85,Claude,"""혜영이네""는 전형적인 한국 음식점 상호명 패턴이며, 118,000원은 여러 명의 식사 금액으로 적절합니다. 중식대(식대) 카테고리에 해당합니다."
2025-09-04 00:00:00,빅쭌부대찌개,빅쭌부대찌개,37000,중식대,0.95,Claude,"가맹점명 '빅쭌부대찌개'는 명확한 음식점(한식당)이며, 금액 37,000원은 직원 식사비용으로 적절합니다. 부대찌개는 대표적인 한식 메뉴입니다."
2025-09-03 00:00:00,화인그늘집,화인그늘집,33000,중식대,0.92,Claude,"""화인그늘집""은 음식점 상호명으로, 33,000원은 일반적인 식사 금액대입니다. 예시의 ""어멍네 제주고기국수""와 유사한 음식점 패턴으로 중식대로 분류됩니다."
2025-09-02 00:00:00,시흥파라다이스인도어스크린,시흥파라다이스인도어스크린,44000,기타,0.65,Claude,"인도어 스크린 시설은 골프연습장으로 추정되며, 제공된 분류 체계에 명확히 해당하는 카테고리가 없습니다. 접대비나 복리후생비 성격일 수 있으나 현재 체계에서는 '기타'가 가장 적절합니다."
2025-09-02 00:00:00,화랑갈비시흥점,화랑갈비시흥점,45000,중식대,0.95,Claude,"가맹점명 '화랑갈비시흥점'은 명확한 음식점(갈비 전문점)이며, 금액 45,000원은 일반적인 식사 비용 범위에 해당합니다."
2025-09-01 00:00:00,주식회사 청연,주식회사 청연,63000,기타,0.45,Claude,"""주식회사 청연""은 일반적인 법인명으로 업종 특정이 어렵고, 63,000원은 다양한 용도에 해당 가능한 금액입니다. 추가 정보 없이는 명확한 분류가 불가능합니다."
2025-08-05 00:00:00,휴대폰메시지(승인안내)-08월분 면제,휴대폰메시지-08월분 면제,0,사용료,0.95,Claude+규칙,휴대폰 메시지 서비스의 월정액 요금으로 판단됩니다. 금액이 0원(면제)이지만 통신 서비스 사용료 항목에 해당합니다.
NaT,nan,nan,2281800,기타,0.15,Claude,"가맹점명, 승인일자가 모두 누락되어 있어 거래 내역을 분석할 수 없습니다. 금액(2,281,800원)만으로는 용도를 특정할 수 없어 기타로 분류하며, 신뢰도는 매우 낮습니다."
