결제일자,가맹점명_원본,가맹점명,이용금액,사용용도,신뢰도,라벨출처,근거
2025-08-23 00:00:00,(주) 삼호 SW주유소,삼호 SW주유소,250000,5352호(5톤 화물차량)경유비,1.0,정확일치,
2025-08-23 00:00:00,쿠팡(주)-쿠팡(주),쿠팡-쿠팡,13430,회사물품구입비,1.0,정확일치,
2025-08-23 00:00:00,써브웨이 안산고잔점,서브웨이 안산고잔점,8500,중식대,0.9,Fuzzy,
2025-08-23 00:00:00,서안산 IC주유소,서안산 IC주유소,86000,0276호 스타렉스 경유대,1.0,정확일치,
2025-08-23 00:00:00,써브웨이 안산고잔점,서브웨이 안산고잔점,7800,중식대,0.9,Fuzzy,
2025-08-23 00:00:00,시골추어탕,시골추어탕,9000,중식대,1.0,정확일치,
2025-08-23 00:00:00,GS칼텍스(주)인천국제공항점,GS칼텍스인천국제공항점,50000,차량유지비(주유),1.0,Claude+규칙,"GS칼텍스는 대표적인 주유소 브랜드이며, 50,000원은 일반적인 주유 금액 범위입니다. 예시 데이터의 주유소 패턴과 일치합니다."
2025-08-23 00:00:00,자동결제-(주)한글과컴퓨터,자동결제-한글과컴퓨터,10900,사용료,1.0,정확일치,
2025-08-23 00:00:00,인천국제공항공사,인천국제공항공사,26000,주차비,1.0,정확일치,
2025-08-23 00:00:00,주식회사 빅바이트컴퍼니 쉐이크쉑인천공항,주식회사 빅바이트컴퍼니 쉐이크쉑인천공항,25690,중식대,0.95,Claude,"쉐이크쉑은 미국 프리미엄 버거 브랜드로 명확한 외식업체이며, 금액(25,690원)도 1인 식사 비용으로 적절합니다. 패스트푸드/음식점 카테고리에 해당하므로 중식대로 분류합니다."
2025-08-23 00:00:00,또돈,또돈,7000,중식대,1.0,정확일치,
2025-08-23 00:00:00,쿠팡(주)-쿠팡(주),쿠팡-쿠팡,12150,회사물품구입비,1.0,정확일치,
2025-08-23 00:00:00,큰맘할매순대국 안산시청점,큰맘할매순대국 안산시청점,10000,중식대,1.0,정확일치,
2025-08-23 00:00:00,(주) 삼호 SW주유소,삼호 SW주유소,150000,5352호(5톤 화물차량)경유비,1.0,정확일치,
2025-08-23 00:00:00,맥도날드 안산고잔DT점,맥도날드 안산고잔DT점,8400,중식대,1.0,정확일치,
2025-08-23 00:00:00,돈카츠석,돈카츠석,34400,중식대,1.0,정확일치,
2025-08-23 00:00:00,(주)삼원기업,삼원기업,81000,0276호 스타렉스 경유대,1.0,정확일치,
2025-08-23 00:00:00,(주)대지석유 산업주유소,대지석유 산업주유소,10000,제네시스(9581호)  G70휘발유대,1.0,정확일치,
2025-08-23 00:00:00,써브웨이 안산고잔점,서브웨이 안산고잔점,7800,중식대,0.9,Fuzzy,
2025-08-23 00:00:00,서울보증보험(주)안산지점/인터넷,서울보증보험안산지점인터넷,15000,보증보험료,1.0,정확일치,
2025-08-23 00:00:00,써브웨이 안산고잔점,서브웨이 안산고잔점,8500,중식대,0.9,Fuzzy,
2025-08-23 00:00:00,(주)삼원기업,삼원기업,61000,0276호 스타렉스 경유대,1.0,정확일치,
2025-08-23 00:00:00,제육대가,제육대가,9000,중식대,1.0,정확일치,
2025-08-23 00:00:00,휴대폰메시지(승인안내)-06월분,휴대폰메시지-06월분,400,사용료,0.9090909090909091,Fuzzy,
NaT,nan,nan,7017100,기타,0.15,Claude,"가맹점명이 'nan'(결측값)으로 정보가 없고, 일자도 공백이며, 금액(7,017,100원)만으로는 용도를 특정할 수 없어 분류가 불가능합니다. 추가 정보 확인이 필요합니다."
