결제일자,가맹점명_원본,가맹점명,이용금액,사용용도,신뢰도,확정방법,라벨출처,검토의견
2025-07-23 00:00:00,오서방닭개장,오서방닭개장,30000,중식대,0.95,자동확정,Claude,
2025-07-23 00:00:00,SKT-자동납부-044043,SKT-자동납부-044043,71810,사용료,0.95,자동확정,Claude,
2025-07-23 00:00:00,SKT-자동납부-647179,SKT-자동납부-647179,142010,사용료,0.95,자동확정,Claude,
2025-07-23 00:00:00,정안에너지,정안에너지,78000,차량유지비(주유),1.0,자동확정,Claude+규칙,
2025-07-23 00:00:00,스틸카용품부품,스틸카용품부품,121000,소모품비,0.75,자동확정,Claude,
2025-07-23 00:00:00,목포회수산,목포회수산,40000,중식대,0.85,자동확정,Claude,
2025-07-23 00:00:00,여우애김밥 안산반달섬점,여우애김밥 안산반달섬점,12200,중식대,1.0,자동확정,Claude+규칙,
2025-07-23 00:00:00,쿠팡-쿠팡(주),쿠팡-쿠팡,51940,회사물품구입비,1.0,자동확정,정확일치,
2025-07-23 00:00:00,여우애김밥 안산반달섬점,여우애김밥 안산반달섬점,16300,중식대,1.0,자동확정,Claude+규칙,
2025-07-23 00:00:00,주식회사 동신자동차정비,주식회사 동신자동차정비,60000,6104호 자동차검사비,1.0,자동확정,정확일치,
2025-07-23 00:00:00,THE 두루치기,THE 두루치기,22500,중식대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,THE 두루치기,THE 두루치기,14400,중식대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,대청갈비,대청갈비,10000,중식대,0.95,자동확정,Claude,
2025-07-23 00:00:00,주식회사 애플마켓,주식회사 애플마켓,20450,중식대,0.75,자동확정,Claude,
2025-07-23 00:00:00,김가네김밥(시화중앙점),김가네김밥,18500,중식대,1.0,자동확정,Claude+규칙,
2025-07-23 00:00:00,편편집 시흥정왕점,편편집 시흥정왕점,35000,중식대,0.85,자동확정,Claude,
2025-07-23 00:00:00,쿠팡(주)-쿠팡(주),쿠팡-쿠팡,54100,회사물품구입비,1.0,자동확정,정확일치,
2025-07-23 00:00:00,(주)성한안산식자재점,성한안산식자재점,19230,중식대,0.75,자동확정,Claude,
2025-07-23 00:00:00,해양유통,해양유통,37000,차량유지비(주유),0.85,자동확정,Claude,
2025-07-23 00:00:00,THE 두루치기,THE 두루치기,24000,중식대,1.0,자동확정,정확일치,
2025-07-23 00:00:00,DB손해보험(주)-030098132025,DB손해보험-030098132025,844360,기타,0.75,자동확정,Claude,
2025-07-23 00:00:00,휴대폰메시지(승인안내)-05월분 면제,휴대폰메시지-05월분 면제,0,수수료,0.88,자동확정,Fuzzy,
